subject,protocol,split,fit_scope,geometry,check,statistic,value,threshold,comparator,required,passed,status
1,T1,ALL,all_subject_0train_whole_trials,AIRM,evd_reconstruction,fitted_mean_maximum_relative_frobenius_error,7.033950961988516e-16,5e-12,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,AIRM,log_exp_roundtrip,fitted_mean_maximum_relative_frobenius_error,1.5883202171838583e-14,1e-10,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,AIRM,inverse_root_whitening,fitted_mean_relative_identity_error,4.5495292293089794e-14,1e-10,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,EA,finite,fitted_mean_nonfinite_count,0.0,0.0,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,EA,symmetry,fitted_mean_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,EA,positive_definiteness,fitted_mean_non_spd_count,0.0,0.0,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,EA,positive_definiteness,fitted_mean_minimum_eigenvalue,1.1635993026423505e-13,0.0,>,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,EA,conditioning,fitted_mean_maximum_condition_number,3481.4884987686464,1000000000000.0,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,EA,evd_reconstruction,fitted_mean_maximum_relative_frobenius_error,1.2403776100596545e-15,5e-12,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,EA,log_exp_roundtrip,fitted_mean_maximum_relative_frobenius_error,1.585420552578065e-14,1e-10,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,EA,inverse_root_whitening,fitted_mean_relative_identity_error,4.61623065098147e-14,1e-10,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,LE,custom_official_mean,relative_frobenius_error,6.470783017621492e-15,1e-10,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,LE,v1_equivalence,centered_coordinate_maximum_absolute_error,4.378442053365461e-15,1e-10,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,LE,v1_equivalence,centered_coordinate_relative_l2_error,5.40434409239173e-15,1e-10,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,LE,v1_equivalence,reconstructed_matrix_maximum_relative_frobenius_error,3.392480655200739e-15,1e-10,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,LE,fitted_mean_identity,normalized_log_mean_frobenius_norm,9.816132085006949e-15,1e-10,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,LE,isometry,fit_maximum_absolute_pair_distance_error,4.884981308350689e-15,1e-10,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,LE,isometry,fit_maximum_relative_pair_distance_error,1.805612658249757e-15,1e-10,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,AIRM,karcher_residual,normalized_post_fit_residual,5.287342438608051e-11,1e-07,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,AIRM,solver_warning,captured_warning_count,0.0,0.0,<=,False,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,AIRM,fitted_mean_identity,normalized_airm_distance_to_identity,5.836497743033609e-14,1e-07,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,AIRM,isometry,fit_maximum_absolute_pair_distance_error,4.973799150320701e-14,1e-10,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,AIRM,isometry,fit_maximum_relative_pair_distance_error,1.9215527648415596e-14,1e-10,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,AIRM,tlcenter_crosscheck,maximum_normalized_airm_distance,3.6138712020930846e-10,1e-07,<=,True,True,PASS
1,T1,ALL,all_subject_0train_whole_trials,EA,fitted_mean_identity,arithmetic_mean_relative_identity_error,1.2621152403155002e-13,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,RAW,finite,fit_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,RAW,symmetry,fit_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,RAW,positive_definiteness,fit_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,RAW,positive_definiteness,fit_transformed_minimum_eigenvalue,6.498267411788905e-14,0.0,>,True,True,PASS
1,T2,A,calibration_runs_0_1_2,RAW,conditioning,fit_transformed_maximum_condition_number,5404.19927287111,1000000000000.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,RAW,evd_reconstruction,fit_transformed_maximum_relative_frobenius_error,2.0281360962981745e-15,5e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,RAW,log_exp_roundtrip,fit_transformed_maximum_relative_frobenius_error,4.007379288320384e-14,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,RAW,finite,evaluation_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,RAW,symmetry,evaluation_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,RAW,positive_definiteness,evaluation_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,RAW,positive_definiteness,evaluation_transformed_minimum_eigenvalue,7.213896127775628e-14,0.0,>,True,True,PASS
1,T2,A,calibration_runs_0_1_2,RAW,conditioning,evaluation_transformed_maximum_condition_number,5348.371682671878,1000000000000.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,RAW,evd_reconstruction,evaluation_transformed_maximum_relative_frobenius_error,2.177294110261279e-15,5e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,RAW,log_exp_roundtrip,evaluation_transformed_maximum_relative_frobenius_error,4.647473996258825e-14,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,finite,fit_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,symmetry,fit_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,positive_definiteness,fit_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,positive_definiteness,fit_transformed_minimum_eigenvalue,0.2818651510483816,0.0,>,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,conditioning,fit_transformed_maximum_condition_number,16.544110447465627,1000000000000.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,evd_reconstruction,fit_transformed_maximum_relative_frobenius_error,2.6186562893399424e-15,5e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,log_exp_roundtrip,fit_transformed_maximum_relative_frobenius_error,2.774613155152281e-15,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,finite,evaluation_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,symmetry,evaluation_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,positive_definiteness,evaluation_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,positive_definiteness,evaluation_transformed_minimum_eigenvalue,0.26361947065789915,0.0,>,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,conditioning,evaluation_transformed_maximum_condition_number,6.962283087866045,1000000000000.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,evd_reconstruction,evaluation_transformed_maximum_relative_frobenius_error,2.3025992453804255e-15,5e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,log_exp_roundtrip,evaluation_transformed_maximum_relative_frobenius_error,3.3281339653542636e-15,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,finite,fit_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,symmetry,fit_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,positive_definiteness,fit_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,positive_definiteness,fit_transformed_minimum_eigenvalue,0.238252080105551,0.0,>,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,conditioning,fit_transformed_maximum_condition_number,21.20380785256718,1000000000000.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,evd_reconstruction,fit_transformed_maximum_relative_frobenius_error,2.502792450295618e-15,5e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,log_exp_roundtrip,fit_transformed_maximum_relative_frobenius_error,3.2530800251876353e-15,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,finite,evaluation_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,symmetry,evaluation_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,positive_definiteness,evaluation_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,positive_definiteness,evaluation_transformed_minimum_eigenvalue,0.21732814332802583,0.0,>,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,conditioning,evaluation_transformed_maximum_condition_number,9.870899987552201,1000000000000.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,evd_reconstruction,evaluation_transformed_maximum_relative_frobenius_error,2.4497210847014253e-15,5e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,log_exp_roundtrip,evaluation_transformed_maximum_relative_frobenius_error,3.4006819210425463e-15,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,finite,fit_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,symmetry,fit_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,positive_definiteness,fit_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,positive_definiteness,fit_transformed_minimum_eigenvalue,0.1734723202408959,0.0,>,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,conditioning,fit_transformed_maximum_condition_number,25.82839098617858,1000000000000.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,evd_reconstruction,fit_transformed_maximum_relative_frobenius_error,2.2043913079025148e-15,5e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,log_exp_roundtrip,fit_transformed_maximum_relative_frobenius_error,2.8277475163985868e-15,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,finite,evaluation_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,symmetry,evaluation_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,positive_definiteness,evaluation_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,positive_definiteness,evaluation_transformed_minimum_eigenvalue,0.15824929045344333,0.0,>,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,conditioning,evaluation_transformed_maximum_condition_number,11.857632682475561,1000000000000.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,evd_reconstruction,evaluation_transformed_maximum_relative_frobenius_error,2.0974254247090636e-15,5e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,log_exp_roundtrip,evaluation_transformed_maximum_relative_frobenius_error,3.1746453548104443e-15,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,finite,fitted_mean_nonfinite_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,symmetry,fitted_mean_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,positive_definiteness,fitted_mean_non_spd_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,positive_definiteness,fitted_mean_minimum_eigenvalue,1.0535162209668423e-13,0.0,>,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,conditioning,fitted_mean_maximum_condition_number,3533.7352053707723,1000000000000.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,evd_reconstruction,fitted_mean_maximum_relative_frobenius_error,3.684178861676986e-16,5e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,log_exp_roundtrip,fitted_mean_maximum_relative_frobenius_error,9.539905504983415e-15,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,inverse_root_whitening,fitted_mean_relative_identity_error,4.429720854281789e-14,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,finite,fitted_mean_nonfinite_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,symmetry,fitted_mean_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,positive_definiteness,fitted_mean_non_spd_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,positive_definiteness,fitted_mean_minimum_eigenvalue,1.0718610983862785e-13,0.0,>,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,conditioning,fitted_mean_maximum_condition_number,3200.169904237146,1000000000000.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,evd_reconstruction,fitted_mean_maximum_relative_frobenius_error,5.211582211551995e-16,5e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,log_exp_roundtrip,fitted_mean_maximum_relative_frobenius_error,1.3093124923294663e-14,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,inverse_root_whitening,fitted_mean_relative_identity_error,4.6431481359392605e-14,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,finite,fitted_mean_nonfinite_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,symmetry,fitted_mean_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,positive_definiteness,fitted_mean_non_spd_count,0.0,0.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,positive_definiteness,fitted_mean_minimum_eigenvalue,1.125578847108067e-13,0.0,>,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,conditioning,fitted_mean_maximum_condition_number,3423.493688474148,1000000000000.0,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,evd_reconstruction,fitted_mean_maximum_relative_frobenius_error,4.3920284832325874e-16,5e-12,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,log_exp_roundtrip,fitted_mean_maximum_relative_frobenius_error,1.3608129027739154e-14,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,inverse_root_whitening,fitted_mean_relative_identity_error,3.410739594228816e-14,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,custom_official_mean,relative_frobenius_error,6.2339930983239936e-15,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,v1_equivalence,centered_coordinate_maximum_absolute_error,3.2751579226442118e-15,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,v1_equivalence,centered_coordinate_relative_l2_error,4.933339503726428e-15,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,v1_equivalence,reconstructed_matrix_maximum_relative_frobenius_error,2.9235704147978246e-15,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,fitted_mean_identity,normalized_log_mean_frobenius_norm,6.443571459296337e-15,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,isometry,fit_maximum_absolute_pair_distance_error,4.440892098500626e-15,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,isometry,fit_maximum_relative_pair_distance_error,1.7232067853878646e-15,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,karcher_residual,normalized_post_fit_residual,5.1461282372312184e-11,1e-07,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,solver_warning,captured_warning_count,0.0,0.0,<=,False,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,fitted_mean_identity,normalized_airm_distance_to_identity,5.61631012832953e-14,1e-07,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,isometry,fit_maximum_absolute_pair_distance_error,3.3306690738754696e-14,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,isometry,fit_maximum_relative_pair_distance_error,1.3015553254567694e-14,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,tlcenter_crosscheck,maximum_normalized_airm_distance,3.488511141363098e-10,1e-07,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,EA,fitted_mean_identity,arithmetic_mean_relative_identity_error,9.169226375118921e-14,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,isometry,evaluation_maximum_absolute_pair_distance_error,6.217248937900877e-15,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,LE,isometry,evaluation_maximum_relative_pair_distance_error,2.058864088450364e-15,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,isometry,evaluation_maximum_absolute_pair_distance_error,4.618527782440651e-14,1e-10,<=,True,True,PASS
1,T2,A,calibration_runs_0_1_2,AIRM,isometry,evaluation_maximum_relative_pair_distance_error,1.7842989959243054e-14,1e-10,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,RAW,finite,fit_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,RAW,symmetry,fit_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,RAW,positive_definiteness,fit_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,RAW,positive_definiteness,fit_transformed_minimum_eigenvalue,7.213896127775628e-14,0.0,>,True,True,PASS
1,T2,B,calibration_runs_3_4_5,RAW,conditioning,fit_transformed_maximum_condition_number,5348.371682671878,1000000000000.0,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,RAW,evd_reconstruction,fit_transformed_maximum_relative_frobenius_error,2.177294110261279e-15,5e-12,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,RAW,log_exp_roundtrip,fit_transformed_maximum_relative_frobenius_error,4.647473996258825e-14,1e-10,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,RAW,finite,evaluation_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,RAW,symmetry,evaluation_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,RAW,positive_definiteness,evaluation_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,RAW,positive_definiteness,evaluation_transformed_minimum_eigenvalue,6.498267411788905e-14,0.0,>,True,True,PASS
1,T2,B,calibration_runs_3_4_5,RAW,conditioning,evaluation_transformed_maximum_condition_number,5404.19927287111,1000000000000.0,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,RAW,evd_reconstruction,evaluation_transformed_maximum_relative_frobenius_error,2.0281360962981745e-15,5e-12,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,RAW,log_exp_roundtrip,evaluation_transformed_maximum_relative_frobenius_error,4.007379288320384e-14,1e-10,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,LE,finite,fit_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,LE,symmetry,fit_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,LE,positive_definiteness,fit_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,LE,positive_definiteness,fit_transformed_minimum_eigenvalue,0.26432070692499227,0.0,>,True,True,PASS
1,T2,B,calibration_runs_3_4_5,LE,conditioning,fit_transformed_maximum_condition_number,7.08339125227995,1000000000000.0,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,LE,evd_reconstruction,fit_transformed_maximum_relative_frobenius_error,2.4188023639629924e-15,5e-12,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,LE,log_exp_roundtrip,fit_transformed_maximum_relative_frobenius_error,3.559536464554584e-15,1e-10,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,LE,finite,evaluation_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,LE,symmetry,evaluation_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
1,T2,B,calibration_runs_3_4_5,LE,positive_definiteness,evaluation_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
